1.665649454964654197e+01,9.794750399578900257e+00
1.000664421603618415e+01,5.274082576043262804e+00
8.784154995377445374e+00,5.438868099765387321e+00
7.507477901274893561e+00,6.322462956903531328e+00
7.812126190066405407e+00,5.477762656554743259e+00
7.610520271003962556e+00,5.815800210964354733e+00
7.567653588113011587e+00,5.753712193534607167e+00
7.623867445327272563e+00,5.678940637806007885e+00
7.574269504945321252e+00,5.750089056085915473e+00
7.583205656815628082e+00,5.709057127331182535e+00
7.579658216108497548e+00,5.710612530893680372e+00
7.568334975673061571e+00,5.712412335619214687e+00
7.566207408797546385e+00,5.699504704330567328e+00
7.557980067238133870e+00,5.696770022599990213e+00
7.550737351869622138e+00,5.688423327210618829e+00
7.543094034384335345e+00,5.679196869821935501e+00
7.533769234271881388e+00,5.669690004734992073e+00
7.523994307166697482e+00,5.657359627133246249e+00
7.512651369316066585e+00,5.643537413584572171e+00
7.499710146899999152e+00,5.627202974430170812e+00
7.484688087170753512e+00,5.608181330500386252e+00
7.466894586756237295e+00,5.586384178180233029e+00
7.445805959198901647e+00,5.561392652545281479e+00
7.420718835312093198e+00,5.532880931838383809e+00
7.390996403792869707e+00,5.500065831056348387e+00
7.355878060088820725e+00,5.461796543042949814e+00
7.314375731521835178e+00,5.416471151867376044e+00
7.265101512914722726e+00,5.362110428663344308e+00
7.206137167802916466e+00,5.296362669561020198e+00
7.135037705268240771e+00,5.216283794870576251e+00
7.048801467854366010e+00,5.118108059967046763e+00
6.943539451791219008e+00,4.997995804497810113e+00
6.813873469216315648e+00,4.854766785214197355e+00
6.654147606936496651e+00,4.689068862160023166e+00
6.460504335011012955e+00,4.497994152356586284e+00
6.230441027965073708e+00,4.277802608872150358e+00
5.963871203060276294e+00,4.027981326395793538e+00
5.664336451675914041e+00,3.752596770438334506e+00
5.341117966175115583e+00,3.462934202961968744e+00
5.010286238916660473e+00,3.176555058577533952e+00
4.689476959051250837e+00,2.909914516318754085e+00
4.394498582956257060e+00,2.674580254574915550e+00
4.139283670509545487e+00,2.477405818821745598e+00
3.930830831513485446e+00,2.320422263116459494e+00
3.766978056115535267e+00,2.200907146932160163e+00
3.639690686514966078e+00,2.112715578987917731e+00
3.538989382612909740e+00,2.048498453939791020e+00
3.455908671205940141e+00,2.001478526558649662e+00
3.384192226649766599e+00,1.966241193796717246e+00
3.320384553369964742e+00,1.938853134652960053e+00
3.262920138345144938e+00,1.916659902342764621e+00
3.211131054312957644e+00,1.897958948844938654e+00
3.164593640167945310e+00,1.881681798442618403e+00
3.122831928946379954e+00,1.867152756199121466e+00
3.085267826340959640e+00,1.853929696728037424e+00
3.051279453830859634e+00,1.841708902214347354e+00
3.020265275345660694e+00,1.830271598151066437e+00
2.991679020127079536e+00,1.819452060382362513e+00
2.965038853096524818e+00,1.809115634603635669e+00
2.939921175745361825e+00,1.799142881491125667e+00
2.915948016776445773e+00,1.789418712826484459e+00
2.892773907045385062e+00,1.779825438307498509e+00
2.870074336704206086e+00,1.770238638245602569e+00
2.847535918596527438e+00,1.760524854560500563e+00
2.824848004917806854e+00,1.750540216145591854e+00
2.801695343173372432e+00,1.740129367511196845e+00
2.777751306492981520e+00,1.729124301299479693e+00
2.752671358363723009e+00,1.717342836410443496e+00
2.726086508501091465e+00,1.704586592813134960e+00
2.697596571171691160e+00,1.690638415622388147e+00
2.666763099370352830e+00,1.675259301594038908e+00
2.633101939246824674e+00,1.658184990736912390e+00
2.596075492841329435e+00,1.639122489844180075e+00
2.555085062257604012e+00,1.617746880569929546e+00
2.509464064666865113e+00,1.593698859425034975e+00
2.458473397656088189e+00,1.566583632065535081e+00
2.401300768700859845e+00,1.535972125181939818e+00
2.337066454993842690e+00,1.501406029119052965e+00
2.264838903373392220e+00,1.462408893436280444e+00
2.183664955688051634e+00,1.418506202498411417e+00
2.092621198414953199e+00,1.369257773847975868e+00
1.990894427140624146e+00,1.314305543614677774e+00
1.877899292738010928e+00,1.253438334585072811e+00
1.753438060972809076e+00,1.186672035958083793e+00
1.617899006727132383e+00,1.114338392554448554e+00
1.472474684709710768e+00,1.037168374774835700e+00
1.319359377401432498e+00,9.563480040808626237e-01
1.161860517405913562e+00,8.735186890400530313e-01
1.004342236513303455e+00,7.906960978494209646e-01
8.519275428315780108e-01,7.100969127350427179e-01
7.099364322502439428e-01,6.338915357548110530e-01
5.831322184999202518e-01,5.639329635860014234e-01
4.749556909634241597e-01,5.015306028080935841e-01
3.869834333857683495e-01,4.473295284989428633e-01
3.187974743847677428e-01,4.013214194254473566e-01
2.683036330768396316e-01,3.629691343798768788e-01
2.323635689844723018e-01,3.313943870197258446e-01
2.075081661078882478e-01,3.055709368446601348e-01
1.905205052727527715e-01,2.844818429098600610e-01
1.787791976944266559e-01,2.672239065323599450e-01
1.703633550675467401e-01,2.530592190668070063e-01
1.639877028437899120e-01,2.414169626761385745e-01
1.588558746359262364e-01,2.318513104776996070e-01
1.545081783296047284e-01,2.239810487434730213e-01
1.507041896604958131e-01,2.174549093269695366e-01
1.473371644457470708e-01,2.119624005763699193e-01
1.443646888113862270e-01,2.072621823300280219e-01
1.417584250737170537e-01,2.031900645648214709e-01
1.394814282185284360e-01,1.996394961709986593e-01
1.374869727795211272e-01,1.965333217445375535e-01
1.357255630336322294e-01,1.938048204988598311e-01
1.341518401507642289e-01,1.913919698685437876e-01
1.327287372037569413e-01,1.892392353148105721e-01
1.314285720496053411e-01,1.873004135416131144e-01
1.302317682534573084e-01,1.855395130929622105e-01
1.291244449237966552e-01,1.839296266405092695e-01
1.280960526901203655e-01,1.824508172266826045e-01
1.271377228658521208e-01,1.810879182351901873e-01
1.262414601825044280e-01,1.798287498020385566e-01
1.253999763005826662e-01,1.786629414158414919e-01
1.246068422914787949e-01,1.775813307261165097e-01
1.238566730385487341e-01,1.765757635943152326e-01
1.231451768740311759e-01,1.756390717977178995e-01
