3.404595245432027895e+01,9.825778115005061153e+00
1.843761439558820925e+01,6.055329977245427209e+00
1.130569228476751853e+01,5.254661025127098206e+00
8.768135672465097841e+00,5.379397618324236241e+00
7.940177145680515913e+00,5.597365948771214406e+00
7.658138009964841508e+00,5.741927166951779959e+00
7.551694436440427260e+00,5.820145334594055697e+00
7.507081281310829191e+00,5.859211752443843402e+00
7.486761171550212701e+00,5.877897771398309601e+00
7.476858735583437721e+00,5.886488532789368122e+00
7.471678597789778387e+00,5.890184014280306357e+00
7.468706627149104271e+00,5.891527170279513115e+00
7.466784560714009977e+00,5.891743721339456563e+00
7.465366230320295671e+00,5.891420816963095497e+00
7.464190798130544202e+00,5.890839033713669792e+00
7.463132739011089534e+00,5.890132353556299272e+00
7.462131310269023210e+00,5.889364753067950708e+00
7.461156966148799974e+00,5.888566777630630966e+00
7.460195247558644382e+00,5.887752995930720878e+00
7.459239017240482994e+00,5.886930332591822967e+00
7.458284703362233259e+00,5.886102049512803802e+00
7.457330476196958990e+00,5.885269650419292731e+00
7.456375360176903833e+00,5.884433793253488254e+00
7.455418799986702538e+00,5.883594727980790751e+00
7.454460447757923269e+00,5.882752507053985447e+00
7.453500058293585084e+00,5.881907086789109229e+00
7.452537437263443643e+00,5.881058376297183088e+00
7.451572415469976285e+00,5.880206261150197733e+00
7.450604835996577968e+00,5.879350614846511114e+00
7.449634547747209901e+00,5.878491304369453552e+00
7.448661402170924539e+00,5.877628192878146862e+00
7.447685251580137056e+00,5.876761141001569655e+00
7.446705948270037290e+00,5.875890007450085051e+00
7.445723344042307623e+00,5.875014649292086055e+00
7.444737289933774704e+00,5.874134922065715969e+00
7.443747636049093508e+00,5.873250679808829311e+00
7.442754231446468083e+00,5.872361775048217325e+00
7.441756924050225486e+00,5.871468058768356535e+00
7.440755560576908678e+00,5.870569380369689227e+00
7.439749986467967702e+00,5.869665587621375025e+00
7.438740045825491087e+00,5.868756526611110580e+00
7.437725581349116766e+00,5.867842041693177357e+00
7.436706434273003374e+00,5.866921975435408498e+00
7.435682444302522676e+00,5.865996168565278168e+00
7.434653449550162385e+00,5.865064459915418915e+00
7.433619286470581677e+00,5.864126686368480890e+00
7.432579789794638181e+00,5.863182682801472367e+00
7.431534792462358929e+00,5.862232282029544272e+00
7.430484125554683850e+00,5.861275314749204490e+00
7.429427618224047514e+00,5.860311609480985062e+00
7.428365097623610858e+00,5.859340992511534729e+00
7.427296388835202379e+00,5.858363287835107514e+00
7.426221314795844464e+00,5.857378317094445563e+00
7.425139696222792018e+00,5.856385899521032279e+00
7.424051351537141130e+00,5.855385851874700620e+00
7.422956096785761737e+00,5.854377988382565512e+00
7.421853745561676874e+00,5.853362120677262581e+00
7.420744108922739279e+00,5.852338057734460364e+00
7.419626995308527206e+00,5.851305605809606902e+00
7.418502210455477197e+00,5.850264568373940932e+00
7.417369557310086847e+00,5.849214746049614888e+00
7.416228835940233743e+00,5.848155936544013223e+00
7.415079843444434715e+00,5.847087934583178992e+00
7.413922373859079151e+00,5.846010531844244795e+00
7.412756218063500491e+00,5.844923516886934678e+00
7.411581163682853912e+00,5.843826675084006439e+00
7.410396994988712294e+00,5.842719788550530424e+00
7.409203492797303170e+00,5.841602636072121157e+00
7.408000434365387576e+00,5.840474993031802953e+00
7.406787593283573834e+00,5.839336631335640959e+00
7.405564739367149762e+00,5.838187319336970660e+00
7.404331638544221939e+00,5.837026821759104145e+00
7.403088052741221503e+00,5.835854899616483848e+00
7.401833739765566911e+00,5.834671310134122102e+00
7.400568453185547568e+00,5.833475806665257224e+00
7.399291942207233852e+00,5.832268138607073382e+00
7.398003951548428603e+00,5.831048051314356329e+00
