4.539690026302789505e+01,1.645593728442930370e+01
4.255743644840654838e+01,1.555229689710215801e+01
4.080715923729061956e+01,1.492624237937485887e+01
3.950449017662694473e+01,1.444602173569784576e+01
3.846786064478013145e+01,1.405815289503462751e+01
3.761069352447446335e+01,1.373448420044805296e+01
3.688333834488471297e+01,1.345806470731811721e+01
3.625422946618947861e+01,1.321780593671206105e+01
3.570191529899185667e+01,1.300603258157824627e+01
3.521111537116559731e+01,1.281720809401429051e+01
3.477055498983249038e+01,1.264721044488157631e+01
3.437168327467514217e+01,1.249289267602244635e+01
3.400786973283259584e+01,1.235180238627680893e+01
3.367387774976069181e+01,1.222199528562061133e+01
3.336550691755355302e+01,1.210190712152680703e+01
3.307934275947520320e+01,1.199026325968677753e+01
3.281257720010376744e+01,1.188601335304810824e+01
3.256287702613933277e+01,1.178828319089450538e+01
3.232828572651440169e+01,1.169633859274521370e+01
3.210714905673707165e+01,1.160955792168185674e+01
3.189805778782558932e+01,1.152741087816247756e+01
3.169980311370335713e+01,1.144944194395041848e+01
3.151134152407777478e+01,1.137525731856361766e+01
3.133176685142354145e+01,1.130451451255283501e+01
3.116028782201875558e+01,1.123691398512889705e+01
3.099620987648881965e+01,1.117219237104198903e+01
3.083892033534938193e+01,1.111011695431745139e+01
3.068787620896698343e+01,1.105048112833634910e+01
3.054259411531884183e+01,1.099310064206380133e+01
3.040264189058599342e+01,1.093781047723846456e+01
3.026763156905684937e+01,1.088446223535365220e+01
3.013721347846615117e+01,1.083292193929439229e+01
3.001107125067581194e+01,1.078306817467940881e+01
2.988891758974101620e+01,1.073479051182446042e+01
2.977049067291974538e+01,1.068798816190036050e+01
2.965555108720924338e+01,1.064256883109446328e+01
2.954387922595871885e+01,1.059844774493078035e+01
2.943527308782940111e+01,1.055554682166397384e+01
2.932954643409851769e+01,1.051379397891827239e+01
2.922652726976544102e+01,1.047312256137316133e+01
2.912605661848631655e+01,1.043347087903399739e+01
2.902798756037305949e+01,1.039478184518263149e+01
2.893218449500341194e+01,1.035700270040499760e+01
2.883852258069348196e+01,1.032008480456097566e+01
2.874688728807553773e+01,1.028398347333931362e+01
2.865717399596237769e+01,1.024865783196958269e+01
